Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,62.060001,62.169998,61.049999,61.09,57.123645999999994,1636800
2015-01-02,61.5,61.610001000000004,60.66,61.080002,57.114295999999996,1423000
2015-01-05,60.439999,60.549999,59.240002000000004,59.48,55.618179000000005,2378500
2015-01-06,59.41,59.549999,58.790001000000004,58.950001,55.122593,2909500
2015-01-07,59.450001,59.959998999999996,59.09,59.32,55.468571,1826700
2015-01-08,59.740002000000004,60.32,59.459998999999996,59.900002,56.010909999999996,2293800
2015-01-09,60.060001,60.169998,58.549999,58.630001,54.823376,2996800
2015-01-12,58.610001000000004,58.75,57.939999,58.290001000000004,54.505435999999996,1779200
2015-01-13,58.689999,59.060001,57.599998,58.0,54.234272,1663800
2015-01-14,57.200001,57.970001,56.970001,57.549999,53.813488,2151800
2015-01-15,57.549999,58.27,57.299999,57.360001000000004,53.635822,2289800
2015-01-16,57.290001000000004,58.200001,57.169998,58.18,54.402584,1845500
2015-01-20,58.380001,58.5,57.490002000000004,58.009997999999996,54.243614,1988700
2015-01-21,57.790001000000004,58.220001,57.459998999999996,58.099998,54.327778,2869100
2015-01-22,58.360001000000004,59.240002000000004,58.02,59.150002,55.309605000000005,1849500
2015-01-23,59.200001,59.220001,58.700001,58.73,54.916878000000004,1461900
2015-01-26,58.599998,59.189999,58.349998,59.02,55.188049,1408300
2015-01-27,58.52,58.900002,58.130001,58.509997999999996,54.711155000000005,1835900
2015-01-28,58.810001,58.970001,57.34,57.360001000000004,53.635822,2388700
2015-01-29,57.419998,57.82,56.950001,57.650002,53.907001,1550300
2015-01-30,57.099998,58.07,56.91,57.080002,53.374001,2371300
2015-02-02,56.900002,58.27,56.41,58.169998,54.39323,2149300
2015-02-03,58.549999,59.16,58.360001000000004,59.09,55.25350600000001,2404500
2015-02-04,60.02,61.279999,60.02,60.68,56.740269,3444100
2015-02-05,60.32,61.029999,60.240002000000004,60.98,57.020798,2738300
2015-02-06,61.16,61.490002000000004,60.860001000000004,61.279999,57.301311,2332400
2015-02-09,60.939999,61.490002000000004,60.759997999999996,61.139998999999996,57.170403,1810700
2015-02-10,61.169998,61.580002,60.889998999999996,61.450001,57.460269999999994,1677400
2015-02-11,61.459998999999996,62.0,61.299999,61.830002,57.815605000000005,2284400
2015-02-12,61.48,62.060001,61.369999,61.799999,58.154368999999996,2545400
2015-02-13,61.759997999999996,62.23,61.509997999999996,62.130001,58.464897,2628300
2015-02-17,61.919998,62.66,61.689999,62.349998,58.67191700000001,1880100
2015-02-18,62.080002,62.27,61.650002,61.75,58.107315,1290400
2015-02-19,61.630001,62.0,61.439999,61.779999,58.13554,1058500
2015-02-20,61.34,62.139998999999996,61.02,62.130001,58.464897,1582900
2015-02-23,61.880001,61.880001,61.23,61.43,57.80619,1830600
2015-02-24,61.389998999999996,62.150002,61.330002,62.060001,58.399029000000006,2269600
2015-02-25,62.060001,62.189999,61.73,61.950001,58.295513,1938400
2015-02-26,61.939999,62.23,61.779999,62.18,58.51194399999999,1911200
2015-02-27,62.16,62.740002000000004,61.950001,62.25,58.577824,2354800
2015-03-02,62.189999,62.669998,62.02,62.57,58.878941000000005,1469800
2015-03-03,62.330002,62.689999,62.150002,62.279999,58.606044999999995,1532900
2015-03-04,61.860001000000004,62.5,61.720001,62.349998,58.67191700000001,1840200
2015-03-05,62.549999,62.93,62.25,62.799999,59.095379,2043400
2015-03-06,62.799999,63.349998,62.07,62.16,58.49313000000001,3229700
2015-03-09,62.360001000000004,62.48,62.209998999999996,62.299999,58.624866000000004,2164200
2015-03-10,61.82,62.169998,61.049999,61.049999,57.448601000000004,2938900
2015-03-11,61.27,61.639998999999996,61.16,61.490002000000004,57.862652000000004,1914600
2015-03-12,61.900002,62.68,61.860001000000004,62.650002,58.954227,1621900
2015-03-13,62.439999,62.619999,61.619999,62.130001,58.464897,1687900
2015-03-16,62.419998,63.23,62.389998999999996,62.959998999999996,59.245934,1873400
2015-03-17,62.52,63.009997999999996,62.459998999999996,62.880001,59.170657999999996,1680300
2015-03-18,62.709998999999996,63.91,62.419998,63.619999,59.867001,2891200
2015-03-19,63.419998,63.490002000000004,62.529999,63.09,59.368267,1724300
2015-03-20,63.32,64.08000200000001,63.09,63.889998999999996,60.12107099999999,4413000
2015-03-23,63.950001,64.620003,63.860001000000004,63.860001000000004,60.092845999999994,2535300
2015-03-24,63.810001,64.120003,63.549999,63.599998,59.848175,1641500
2015-03-25,63.529999,63.75,63.18,63.349998,59.612922999999995,2277100
2015-03-26,63.259997999999996,63.720001,62.939999,63.5,59.754082,2285200
2015-03-27,63.5,63.619999,63.029999,63.549999,59.801128000000006,1730600
2015-03-30,63.709998999999996,64.360001,63.630001,64.199997,60.412785,1740500
2015-03-31,63.799999,64.209999,63.549999,64.010002,60.233996999999995,1819700
2015-04-01,63.869999,63.939999,63.310001,63.57,59.819954,1691900
2015-04-02,63.5,63.900002,63.32,63.580002,59.829356999999995,1779600
2015-04-06,63.099998,64.41999799999999,63.099998,63.970001,60.196358,1712700
2015-04-07,64.16999799999999,64.32,63.759997999999996,63.790001000000004,60.026966,1243600
2015-04-08,63.93,64.370003,63.639998999999996,64.239998,60.450424,1332500
2015-04-09,64.220001,64.739998,63.990002000000004,64.529999,60.723319999999994,1438700
2015-04-10,64.529999,64.629997,64.279999,64.519997,60.713905000000004,1176200
2015-04-13,64.33000200000001,64.910004,64.230003,64.370003,60.572762,1709100
2015-04-14,64.410004,64.860001,64.260002,64.559998,60.75154499999999,1214600
2015-04-15,64.629997,65.099998,64.550003,64.720001,60.902106999999994,1288700
2015-04-16,64.68,64.809998,64.349998,64.480003,60.676277,1447500
2015-04-17,64.16999799999999,64.260002,63.599998,63.98,60.205760999999995,1634100
2015-04-20,64.33000200000001,64.690002,64.25,64.449997,60.648037,930700
2015-04-21,64.620003,64.809998,63.43,63.860001000000004,60.092845999999994,1405300
2015-04-22,64.050003,64.160004,63.459998999999996,64.07,60.290451000000004,1245400
2015-04-23,63.84,64.41999799999999,63.73,64.16999799999999,60.384556,1261200
2015-04-24,64.279999,64.410004,63.93,64.190002,60.403381,1431600
2015-04-27,64.32,64.519997,63.939999,64.019997,60.243401,1456900
2015-04-28,63.889998999999996,64.540001,63.639998999999996,64.41999799999999,60.619811999999996,1526700
2015-04-29,63.09,64.209999,62.139998999999996,63.860001000000004,60.092845999999994,3878200
2015-04-30,63.639998999999996,64.089996,62.990002000000004,63.040001000000004,59.321217000000004,3284000
2015-05-01,63.419998,63.669998,62.799999,63.110001000000004,59.387085,2377600
2015-05-04,63.369999,63.799999,63.299999,63.52,59.772907,1676300
2015-05-05,63.369999,64.209999,63.18,63.73,59.97051999999999,2183300
2015-05-06,64.099998,64.300003,63.150002,63.540001000000004,59.791720999999995,1836700
2015-05-07,63.639998999999996,64.220001,63.369999,63.75,59.989334,2364400
2015-05-08,63.990002000000004,64.309998,63.68,64.220001,60.43161,1632600
2015-05-11,64.08000200000001,64.41999799999999,63.869999,63.889998999999996,60.12107099999999,1979300
