Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,134.76411399999998,135.846436,133.320999,133.42276,125.264473,1037300
2015-01-02,132.645691,134.912125,132.17391999999998,134.532837,126.306671,1344600
2015-01-05,133.543015,133.543015,129.250687,130.23126200000002,122.26813500000002,1762600
2015-01-06,130.88806200000002,132.05365,129.24143999999998,130.185013,122.224701,1184200
2015-01-07,131.20259099999998,131.961151,130.185013,131.591125,123.54483799999998,677100
2015-01-08,132.192413,134.967621,132.192413,134.634598,126.402229,997100
2015-01-09,134.949127,134.949127,132.46993999999998,132.61795,124.508873,741500
2015-01-12,132.51619,132.59944199999998,130.925064,131.702133,123.649048,526100
2015-01-13,132.534683,133.47825600000002,129.602219,131.008331,122.997681,689100
2015-01-14,129.037933,129.713226,127.308044,129.444962,121.5299,1023800
2015-01-15,130.749313,131.40611299999998,128.677155,129.010178,121.12170400000001,917700
2015-01-16,129.04718,129.87974499999999,126.79926299999998,129.24143999999998,121.33883700000001,1464000
2015-01-20,130.407028,131.10083,128.566147,130.786316,122.78924599999999,967500
2015-01-21,130.740051,132.895462,130.092514,132.377426,124.283073,747100
2015-01-22,133.015732,133.635529,131.01757800000001,133.506012,125.34264399999999,883400
2015-01-23,133.209991,133.283997,131.554123,132.710449,124.595703,847900
2015-01-26,132.340424,132.793716,131.063828,132.358932,124.26567800000001,1218100
2015-01-27,130.95282,132.442184,129.962997,131.22108500000002,123.197418,1240500
2015-01-28,131.591125,132.192413,128.020355,128.42738300000002,120.57453899999999,1854100
2015-01-29,132.284927,136.956528,132.284927,135.975952,127.66153700000001,3451200
2015-01-30,134.73635900000002,137.835342,134.135056,134.699356,126.46302,2650300
2015-02-02,133.55226100000002,137.05827299999999,131.24884,136.614243,128.260818,1360100
2015-02-03,137.36355600000002,137.974091,135.578171,137.289551,128.894821,1313900
2015-02-04,136.965775,138.297867,136.197968,137.298798,128.903519,988200
2015-02-05,138.09436000000002,140.21276899999998,137.789078,140.166519,131.595856,1207700
2015-02-06,139.935242,140.407028,138.54763799999998,139.056427,130.55365,741900
2015-02-09,138.945419,139.777985,138.149857,138.54763799999998,130.075974,864500
2015-02-10,138.77891499999998,139.555969,137.511566,139.028671,130.527603,915500
2015-02-11,138.658646,139.259949,137.594818,138.769653,130.284439,756000
2015-02-12,139.666977,141.137833,138.871414,140.814056,132.203812,1440200
2015-02-13,140.666046,142.072159,140.416275,141.359848,132.716248,727900
2015-02-17,141.091583,142.63644399999998,140.795563,141.961151,133.280746,827300
2015-02-18,141.961151,142.488434,141.16558799999999,142.340424,133.636856,712900
2015-02-19,142.923218,145.337646,142.506943,144.384827,135.556259,1037700
2015-02-20,144.135056,145.911194,143.024979,145.846436,136.928482,898400
2015-02-23,145.06938200000002,145.568924,144.162811,144.40333600000002,135.573608,830000
2015-02-24,144.71785,145.735428,144.264572,145.217392,136.337921,741100
2015-02-25,145.217392,145.82794199999998,145.060135,145.28215,136.398697,450800
2015-02-26,144.995377,145.49491899999998,144.17205800000002,144.89361599999998,136.033936,514200
2015-02-27,145.032379,145.115631,144.264572,144.440338,135.608353,648700
2015-03-02,144.440338,146.345978,144.310822,146.281219,137.33668500000002,883000
2015-03-03,146.012955,146.345978,144.18132,144.366333,135.538879,686100
2015-03-04,144.218323,144.958374,142.858459,143.14523300000002,134.392441,1121900
2015-03-05,143.20074499999998,143.44125400000001,142.645691,143.256241,134.496674,611200
2015-03-06,142.229416,142.654953,140.897324,141.174835,132.542526,993900
2015-03-09,141.78538500000002,142.691956,141.507858,142.358932,133.654236,591400
2015-03-10,141.036072,141.304352,139.94448899999998,140.703049,132.09960900000002,964800
2015-03-11,141.211838,141.341354,139.953751,139.962997,131.4048,798900
2015-03-12,140.72155800000002,141.970398,140.61055,141.803879,133.133118,731500
2015-03-13,141.24884,141.665131,139.796478,140.61055,132.012756,678400
2015-03-16,141.44311499999998,141.942642,140.564285,141.193344,132.55993700000002,653600
2015-03-17,140.897324,141.757629,140.037003,141.20259099999998,132.568573,790800
2015-03-18,140.38853500000002,144.11656200000002,139.084183,143.089737,134.340347,1188300
2015-03-19,142.247925,142.488434,140.222015,140.832565,132.221207,779100
2015-03-20,140.564285,142.13691699999998,139.639221,141.267349,132.629379,1866500
2015-03-23,141.267349,141.720627,140.50878899999998,140.50878899999998,131.917206,813500
2015-03-24,140.61055,141.350601,140.277527,140.777054,132.16906699999998,632300
2015-03-25,140.897324,142.109161,139.343201,139.370956,130.84896899999998,830900
2015-03-26,138.686401,140.573547,137.752075,139.833481,131.283188,843100
2015-03-27,139.953751,141.692871,139.09343,141.304352,132.66413899999998,1061800
2015-03-30,142.46993999999998,142.96946699999998,141.544861,142.275665,134.346176,1598900
2015-03-31,141.74838300000002,142.56243899999998,139.833481,139.94448899999998,132.144928,1619700
2015-04-01,139.583725,140.444031,138.149857,138.843658,131.105453,1409400
2015-04-02,138.603149,140.35153200000002,138.39038100000002,139.722473,131.935272,587900
2015-04-06,139.750229,141.10083,139.333954,140.693802,132.852478,874500
2015-04-07,140.34226999999998,141.942642,139.796478,139.85199,132.057602,662500
2015-04-08,140.08325200000002,140.823318,138.963928,139.65773000000002,131.87413,640900
2015-04-09,139.65773000000002,140.795563,139.24143999999998,140.656799,132.81753500000002,541300
2015-04-10,140.832565,141.082336,139.676224,140.536545,132.703979,509900
2015-04-13,140.203522,141.073074,139.259949,139.296951,131.53346299999998,815600
2015-04-14,139.703979,140.980576,139.232193,140.46254,132.634079,955300
2015-04-15,140.943573,142.395935,140.573547,140.934326,133.079575,874600
2015-04-16,140.61055,140.61055,139.454208,140.23126200000002,132.415695,621500
2015-04-17,139.454208,140.046249,137.493057,138.621643,130.89579799999998,982300
2015-04-20,139.222946,140.23126200000002,138.63089,140.027756,132.223557,660400
2015-04-21,140.61055,140.971329,139.750229,140.545792,132.712677,730600
2015-04-22,140.434784,140.72155800000002,139.09343,140.12025500000001,132.310898,582400
2015-04-23,139.888992,140.13876299999998,138.788162,139.31544499999998,131.550919,618700
2015-04-24,139.370956,139.759476,138.177612,138.81591799999998,131.079254,1071800
2015-04-27,138.714157,140.777054,137.548569,139.740982,131.952728,2014700
2015-04-28,139.546722,142.072159,138.584641,141.498611,133.612427,2480000
2015-04-29,140.444031,141.526367,140.027756,140.49028,132.660278,1391000
2015-04-30,141.85939,141.85939,131.60961899999998,132.68270900000002,125.287857,4796500
2015-05-01,132.97872900000002,136.81776399999998,132.756714,135.615173,128.0569,1949100
2015-05-04,136.84552,137.909348,136.08696,136.52174399999998,128.912918,1122200
2015-05-05,137.086029,137.82608000000002,134.098053,134.514343,127.017403,1018400
2015-05-06,135.42091399999998,136.105453,133.86679099999998,134.643845,127.139679,730600
2015-05-07,134.394073,135.58741799999999,133.57076999999998,135.23588600000002,127.69873799999999,790500
2015-05-08,136.790009,137.853836,136.530991,136.882523,129.253601,920600
2015-05-11,136.345978,137.169281,135.023132,135.06938200000002,127.541496,908300
2015-05-12,134.088806,134.810364,133.348755,133.654022,126.20504,762600
2015-05-13,133.820541,135.10638400000002,132.867722,134.088806,126.61558500000001,1913000
2015-05-14,135.060135,136.660492,133.977798,136.55874599999999,128.947876,996100
2015-05-15,136.864014,137.79834,136.151718,137.354309,129.699112,908000
2015-05-18,137.289551,137.456055,136.308975,136.84552,129.218658,525300
2015-05-19,136.89176899999998,138.177612,136.123962,136.456985,128.851807,822200
2015-05-20,136.651245,136.919525,135.809433,136.096207,128.511124,640700
2015-05-21,135.716934,137.289551,135.605927,136.901016,129.271042,608600
2015-05-22,136.46623200000002,136.975021,135.40240500000002,135.77243,128.205368,749400
2015-05-26,135.087875,135.448654,134.41258200000001,135.097137,127.56771100000002,669600
2015-05-27,135.060135,136.956528,134.643845,136.48474099999999,128.87799099999998,616800
2015-05-28,135.95744299999998,137.19703700000002,135.846436,137.095276,129.454514,520200
2015-05-29,136.771515,137.289551,135.43940700000002,135.763184,128.19664,1045200
2015-06-01,136.586487,137.002777,135.3284,136.401474,128.79934699999998,713800
2015-06-02,136.114716,137.604065,135.309891,137.049026,129.410843,1002000
2015-06-03,137.03978,137.91859399999998,136.919525,137.22479199999998,129.576797,1291100
2015-06-04,134.199814,136.179459,133.82978799999998,134.995377,127.47161899999999,1407300
2015-06-05,134.458832,135.032379,133.755783,134.6716,127.16590900000001,846900
2015-06-08,134.56059299999998,134.847366,133.691025,133.70953400000002,126.257446,555500
2015-06-09,134.246063,134.6716,132.895462,133.607773,126.161369,925800
2015-06-10,134.569839,135.383911,134.07955900000002,135.004623,127.480347,658900
2015-06-11,135.198883,136.438477,135.041626,135.245148,127.707474,655000
2015-06-12,134.76411399999998,135.430161,133.857544,134.088806,126.61558500000001,605400
2015-06-15,133.358002,134.292328,132.414429,133.330246,125.8993,779100
2015-06-16,133.395004,135.16188,133.395004,134.791855,127.27946499999999,646900
2015-06-17,135.28215,135.77243,134.33857700000002,135.217392,127.681274,755900
2015-06-18,135.892685,136.641998,135.62442,135.929688,128.35386699999998,895500
2015-06-19,135.578171,136.08696,134.20906100000002,134.292328,126.80776200000001,841900
2015-06-22,135.023132,135.615173,134.255325,134.921371,127.40176399999999,897100
2015-06-23,134.86586,135.59666399999998,133.774277,134.014801,126.5457,1015800
2015-06-24,133.487518,133.53376799999998,132.229416,132.950974,125.541168,866900
2015-06-25,133.626266,133.940796,131.526367,132.127655,124.763733,857600
2015-06-26,132.43293799999998,132.849213,130.878815,131.433853,124.10861200000001,2587700
2015-06-29,130.074005,130.527283,126.641998,126.854767,120.527519,1752900
2015-06-30,127.53931399999999,128.057358,126.447731,126.57723999999999,120.26383200000001,1190800
2015-07-01,126.771507,128.28862,126.771507,128.14061,121.749222,1166800
2015-07-02,128.77891499999998,128.945419,125.966698,127.08602900000001,120.747238,1360900
2015-07-06,125.920441,126.901016,125.346901,125.911194,119.63101200000001,861400
2015-07-07,125.975945,126.975021,124.81036399999999,126.6605,120.342941,1134200
2015-07-08,125.31914499999999,125.837189,122.97872199999999,123.024979,116.88874799999999,1549900
2015-07-09,124.50508899999998,125.171135,122.312675,122.349678,116.24713100000001,1638700
2015-07-10,123.97779799999999,126.07770500000001,123.635521,125.74468200000001,119.472801,1034200
2015-07-13,126.78076200000001,127.18778999999999,125.892693,126.26271799999999,119.96500400000001,720600
2015-07-14,126.14246399999999,127.51156599999999,126.02220200000001,126.910271,120.58025400000001,773300
2015-07-15,126.716003,128.057358,126.290474,127.19703700000001,120.852722,1130600
2015-07-16,127.49306499999999,127.779831,126.123962,126.79926299999998,120.474777,2509900
2015-07-17,126.79926299999998,126.80851000000001,125.309898,126.0037,119.71891000000001,670400
2015-07-20,125.88343799999998,125.957443,124.930618,125.106384,118.86633300000001,728300
2015-07-21,125.309898,125.48566399999999,122.765961,123.44126100000001,117.284256,897000
2015-07-22,123.25624099999999,124.024055,122.682701,122.84921299999999,116.721748,1576400
2015-07-23,123.006477,123.006477,121.38760400000001,122.765961,116.64265400000001,1951500
2015-07-24,122.46068600000001,122.765961,119.740982,120.314522,114.313484,1541600
2015-07-27,119.34320100000001,119.95374299999999,118.76966100000001,119.16743500000001,113.22361000000001,1615600
2015-07-28,119.805733,123.76503000000001,118.880669,122.86771399999999,116.739326,1862300
2015-07-29,122.571693,124.51433600000001,121.75762900000001,124.088806,117.899521,1712800
2015-07-30,131.822388,133.209991,129.972244,131.674377,125.10675,3569700
2015-07-31,132.497681,133.311752,130.832565,131.831635,125.256142,2348900
2015-08-03,131.526367,136.25346399999998,131.27659599999998,134.949127,128.218155,2816200
2015-08-04,135.245148,136.688248,134.77336100000002,135.14338700000002,128.402725,1198700
2015-08-05,136.679001,137.428314,134.46807900000002,136.401474,129.59806799999998,1331200
2015-08-06,136.419983,137.234039,135.53192099999998,136.00370800000002,129.220123,2335600
2015-08-07,135.698425,136.55874599999999,134.625351,135.23588600000002,128.490601,1728900
2015-08-10,136.567993,137.243286,136.068451,137.234039,130.389069,1004400
2015-08-11,135.744675,136.105453,134.52358999999998,135.707672,128.938858,1098400
2015-08-12,135.01387,135.23588600000002,132.867722,134.48658799999998,127.778671,1472700
2015-08-13,134.07955900000002,135.45791599999998,133.672531,134.819611,128.095108,773600
2015-08-14,135.060135,136.059204,134.71785,135.744675,128.97403,506700
2015-08-17,135.689178,136.123962,134.902863,135.763184,128.991592,454900
2015-08-18,135.42091399999998,135.892685,134.791855,135.087875,128.349991,849300
2015-08-19,134.40333600000002,134.791855,133.450516,133.811279,127.137047,1000700
2015-08-20,132.691956,133.358002,129.76873799999998,129.86123700000002,123.384026,1348300
2015-08-21,129.09343,129.343201,126.679001,127.18778999999999,120.843933,1769600
2015-08-24,120.268272,126.364479,115.633675,122.40518200000001,116.299866,2526700
2015-08-25,126.891769,127.75208300000001,124.579094,124.708603,118.488396,2643600
2015-08-26,127.59481799999999,128.316376,124.44958500000001,127.465309,121.107597,1598100
2015-08-27,128.77891499999998,130.777054,127.28029599999999,130.111008,123.621346,1195400
2015-08-28,129.24143999999998,130.795563,128.603149,130.129517,123.638924,1024800
2015-08-31,129.065674,129.898239,127.87233700000002,129.074936,122.636963,658900
2015-09-01,126.438484,127.224792,124.90287,125.735428,119.46401200000001,1317300
2015-09-02,127.13228600000001,128.538391,126.105461,128.538391,122.12716699999999,1448600
2015-09-03,129.306198,130.23126200000002,128.640152,129.139679,122.69846299999999,880000
2015-09-04,127.14153300000001,127.724327,125.365402,125.716927,119.446426,993000
2015-09-08,127.446808,128.945419,126.975021,128.81591799999998,122.390831,930900
2015-09-09,129.85199,130.314529,126.753006,126.938019,120.60662099999999,1184100
2015-09-10,125.21739199999999,127.78908500000001,125.21739199999999,126.281219,119.98258999999999,2272100
2015-09-11,125.522667,126.503235,124.930618,126.19796799999999,119.903488,1522800
2015-09-14,126.327477,126.327477,125.078629,125.3284,119.07728600000002,854700
2015-09-15,125.929695,125.929695,124.60684199999999,125.45790900000001,119.200317,935600
2015-09-16,125.439407,128.399628,125.26364099999999,128.28862,121.889854,1095800
2015-09-17,128.825165,130.897324,127.26179499999999,128.612396,122.19748700000001,2203200
2015-09-18,126.57723999999999,127.24329399999999,124.329323,124.51433600000001,118.30381799999999,1705300
2015-09-21,125.18963600000001,125.920441,123.829788,124.76410700000001,118.54113799999999,1144800
2015-09-22,123.70027900000001,123.77428400000001,121.58187099999999,122.682701,116.56354499999999,1638000
2015-09-23,122.710457,122.987976,120.48103300000001,120.703056,114.68263999999999,1074400
2015-09-24,119.50971200000001,120.277519,117.696579,119.759483,113.78613999999999,1293300
2015-09-25,120.75856,120.88806899999999,117.48381,118.06660500000001,112.17768899999999,1715700
2015-09-28,117.15078700000001,117.308044,115.18038899999999,115.86493700000001,110.08584599999999,1476400
2015-09-29,115.09713,116.669754,114.394081,116.392227,111.36536399999999,1493900
2015-09-30,117.742828,118.61239599999999,116.54949199999999,118.02035500000001,112.92318,1708800
2015-10-01,118.06660500000001,119.750229,117.16003400000001,119.583717,114.419022,2438700
2015-10-02,118.362625,120.767807,117.317299,120.740059,115.525429,1877100
2015-10-05,122.044403,123.024979,121.56336999999999,122.96021999999999,117.64969599999999,2109600
2015-10-06,122.88621499999999,123.92229499999999,122.58093999999998,122.83996599999999,117.53463700000002,1002800
2015-10-07,123.19148999999999,124.329323,122.062904,124.11656200000002,118.756096,1425000
2015-10-08,125.37465700000001,127.84458899999998,124.366325,127.57631699999999,122.066429,1672700
2015-10-09,128.011108,130.101761,127.3358,129.463455,123.87207,1763700
2015-10-12,129.19519,129.620728,127.668823,128.408875,122.863037,659800
2015-10-13,127.3358,128.908417,126.53099099999999,127.92784099999999,122.40277900000001,1619400
2015-10-14,127.87233700000002,128.640152,127.363556,128.149857,122.615204,662800
2015-10-15,129.010178,129.50972,127.918594,129.287689,123.703903,878800
2015-10-16,129.972244,130.13876299999998,127.641075,128.455139,122.90729499999999,791600
2015-10-19,127.75208300000001,128.371872,127.10453000000001,127.687325,122.172646,490600
2015-10-20,127.631821,128.371872,126.947273,127.05828100000001,121.57077,888500
2015-10-21,127.53006699999999,127.76133,122.83071100000001,125.383904,119.96871200000001,2152000
2015-10-22,126.31822199999999,127.59481799999999,125.753929,127.50231200000002,121.995621,1504400
2015-10-23,129.102676,130.34226999999998,127.705826,129.500458,123.907471,1733000
2015-10-26,129.48196399999998,129.888992,129.09343,129.296951,123.712746,876700
2015-10-27,128.344131,129.204437,128.177612,128.79740900000002,123.23478700000001,1036500
2015-10-28,128.79740900000002,131.489365,128.510635,131.480118,125.80162800000001,1440400
2015-10-29,127.215538,131.618866,125.578171,127.067528,121.579613,2561200
2015-10-30,127.59481799999999,129.759476,127.59481799999999,128.566147,123.013527,1940600
2015-11-02,128.46438600000002,129.500458,127.90933999999999,128.177612,122.641754,1358200
2015-11-03,127.89083899999999,129.24143999999998,127.391304,128.316376,122.774529,754600
2015-11-04,129.417206,129.50972,127.49306499999999,127.83533500000001,122.31426200000001,888800
2015-11-05,127.45606200000002,128.25161699999998,125.356155,127.012024,121.526505,1375000
2015-11-06,125.994446,128.270126,125.80943300000001,128.233124,122.694878,972200
2015-11-09,127.75208300000001,128.066605,125.078629,126.11470800000001,120.667946,1042000
2015-11-10,125.80943300000001,126.688255,124.80110900000001,126.47548700000002,121.01316100000001,895000
2015-11-11,127.03978000000001,127.03978000000001,125.74468200000001,126.54949199999999,121.083954,674400
2015-11-12,125.23589299999999,125.80943300000001,124.653099,125.16188799999999,119.756271,1202200
2015-11-13,125.30064399999999,128.297867,124.125809,127.08602900000001,121.59731299999999,1692700
2015-11-16,127.07678200000001,129.907486,126.975021,129.833481,124.226105,1498800
2015-11-17,129.61146499999998,133.05273400000002,128.649399,129.019424,123.44720500000001,2823000
2015-11-18,129.121185,129.546722,126.61424299999999,128.98242199999999,123.41179699999999,1422300
2015-11-19,129.010178,129.86123700000002,128.21461499999998,129.472717,123.88091999999999,1043700
