Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,56.419998,57.360001000000004,55.849998,55.91,55.91,221800
2015-01-02,57.240002000000004,58.380001,55.779999,56.200001,56.200001,796900
2015-01-05,55.889998999999996,57.52,55.639998999999996,56.990002000000004,56.990002000000004,593600
2015-01-06,57.330002,57.939999,56.790001000000004,57.450001,57.450001,825000
2015-01-07,57.970001,59.75,57.450001,59.57,59.57,1053500
2015-01-08,60.0,61.669998,59.740002000000004,61.439999,61.439999,1289100
2015-01-09,61.669998,62.82,61.5,62.580002,62.580002,1549400
2015-01-12,62.869999,63.299999,62.669998,63.169998,63.169998,1097700
2015-01-13,63.59,64.75,62.0,62.650002,62.650002,1155600
2015-01-14,61.419998,62.509997999999996,60.630001,61.060001,61.060001,853400
2015-01-15,61.389998999999996,61.939999,59.5,59.630001,59.630001,599500
2015-01-16,59.029999,59.200001,56.009997999999996,56.919998,56.919998,1869600
2015-01-20,57.09,57.220001,55.450001,56.240002000000004,56.240002000000004,1221400
2015-01-21,56.240002000000004,57.049999,55.669998,55.900002,55.900002,868100
2015-01-22,56.130001,58.110001000000004,55.959998999999996,58.009997999999996,58.009997999999996,881800
2015-01-23,58.029999,58.16,57.009997999999996,57.459998999999996,57.459998999999996,790300
2015-01-26,57.470001,58.34,56.66,58.200001,58.200001,725300
2015-01-27,57.560001,58.880001,57.080002,58.75,58.75,662100
2015-01-28,59.419998,60.169998,58.459998999999996,58.57,58.57,1218700
2015-01-29,58.049999,58.779999,56.639998999999996,58.669998,58.669998,1473100
2015-01-30,52.790001000000004,55.150002,51.77,53.049999,53.049999,5114900
2015-02-02,53.0,55.299999,52.02,55.18,55.18,1931900
2015-02-03,55.220001,55.98,54.049999,54.68,54.68,1220300
2015-02-04,54.259997999999996,55.310001,53.990002000000004,54.299999,54.299999,808600
2015-02-05,54.639998999999996,55.299999,54.25,55.0,55.0,717000
2015-02-06,54.959998999999996,55.490002000000004,54.34,54.630001,54.630001,493500
2015-02-09,54.23,55.080002,54.009997999999996,55.02,55.02,742700
2015-02-10,54.650002,55.799999,54.290001000000004,55.740002000000004,55.740002000000004,794700
2015-02-11,55.700001,56.150002,55.259997999999996,55.799999,55.799999,630400
2015-02-12,56.360001000000004,57.360001000000004,55.82,57.240002000000004,57.240002000000004,813800
2015-02-13,57.049999,57.32,56.720001,56.900002,56.900002,704500
2015-02-17,56.900002,58.16,56.400002,57.630001,57.630001,775900
2015-02-18,57.650002,57.669998,55.849998,56.540001000000004,56.540001000000004,1021400
2015-02-19,56.57,57.099998,56.09,56.810001,56.810001,657600
2015-02-20,56.849998,57.25,56.400002,56.810001,56.810001,569100
2015-02-23,56.369999,56.77,56.080002,56.540001000000004,56.540001000000004,649900
2015-02-24,56.549999,56.82,56.18,56.560001,56.560001,561000
2015-02-25,56.779999,57.139998999999996,55.990002000000004,56.16,56.16,493500
2015-02-26,55.720001,56.639998999999996,55.630001,56.43,56.43,877200
2015-02-27,56.34,57.529999,55.860001000000004,57.349998,57.349998,591700
2015-03-02,57.959998999999996,58.150002,57.16,57.759997999999996,57.759997999999996,430000
2015-03-03,57.75,57.869999,56.779999,56.970001,56.970001,442400
2015-03-04,57.0,57.32,56.599998,57.150002,57.150002,456700
2015-03-05,57.150002,58.130001,56.93,57.889998999999996,57.889998999999996,453300
2015-03-06,57.77,58.16,56.759997999999996,57.09,57.09,576100
2015-03-09,57.029999,57.290001000000004,56.23,56.490002000000004,56.490002000000004,615400
2015-03-10,56.439999,57.419998,56.349998,56.860001000000004,56.860001000000004,833500
2015-03-11,56.84,57.68,56.52,56.93,56.93,625400
2015-03-12,57.0,57.209998999999996,56.34,56.990002000000004,56.990002000000004,519300
2015-03-13,56.98,57.220001,55.400002,55.98,55.98,621700
2015-03-16,56.110001000000004,56.68,55.91,56.34,56.34,813500
2015-03-17,56.0,56.419998,55.400002,56.189999,56.189999,1040900
2015-03-18,56.119999,56.709998999999996,55.709998999999996,56.380001,56.380001,699700
